"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.taskAnswers","Approve","Reject"
"3RBI0I35YLWKQBYL6GL3O2RWXGM3YD","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3GU1KF0O4QUY7C8RKO9RIERI1YCPBZ","A2JJF5OFND2KL5","Submitted","Thu Mar 11 12:21:43 PST 2021","Thu Mar 11 13:39:31 PST 2021","Sun Mar 14 14:39:31 PDT 2021","","","","4668","0% (0/0)","0% (0/0)","0% (0/0)","The way material is presented and the cource pace is perfect. After lessons the topics are clear and there will be much more understanding why all those crypto libraries are built like they're built, and how to use them even in case the API is not elegant and is error prone. Can't wait until part II!","[{""category"":{""labels"":[""Difficulty"",""Workload"",""Usefulness"",""Course delivery""]}}]"
"3RBI0I35YLWKQBYL6GL3O2RWXGM3YD","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3X1FV8S5J5K73DDYMMA4PH7X3Z5VG7","A1NRZ7O1TEJB1V","Submitted","Thu Mar 11 12:23:43 PST 2021","Thu Mar 11 12:28:16 PST 2021","Sun Mar 14 13:28:16 PDT 2021","","","","273","0% (0/0)","0% (0/0)","0% (0/0)","The way material is presented and the cource pace is perfect. After lessons the topics are clear and there will be much more understanding why all those crypto libraries are built like they're built, and how to use them even in case the API is not elegant and is error prone. Can't wait until part II!","[{""category"":{""labels"":[""Content"",""Workload""]}}]"
"3Z56AA6ELBTJTDWP6FVQ1AG9YXA6MW","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3IAS3U3I0N92F57LIQYFM1JPQOL2BQ","A1NRZ7O1TEJB1V","Submitted","Thu Mar 11 12:22:48 PST 2021","Thu Mar 11 12:28:02 PST 2021","Sun Mar 14 13:28:02 PDT 2021","","","","314","0% (0/0)","0% (0/0)","0% (0/0)","Enjoyed thi coure which i articulated very well. Act a a good primer coure for omeone who want to purue further in Forenic accounting and fraud invetigation.","[{""category"":{""labels"":[""Course delivery"",""Usefulness""]}}]"
"3Z56AA6ELBTJTDWP6FVQ1AG9YXA6MW","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3P1L2B7AD9ISZLI2W1L67HIX3O4OLG","AO2WNSGOXAX52","Submitted","Thu Mar 11 13:40:34 PST 2021","Thu Mar 11 13:41:16 PST 2021","Sun Mar 14 14:41:16 PDT 2021","","","","42","100% (11/11)","100% (11/11)","100% (11/11)","Enjoyed thi coure which i articulated very well. Act a a good primer coure for omeone who want to purue further in Forenic accounting and fraud invetigation.","[{""category"":{""labels"":[""Course delivery""]}}]"
"356ZPKYPVOARX0384EIA15UX2CDYPJ","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3X4MXAO0BOHB7SMHS79CAN4ICINWRL","A2G44A4ZPWRPXU","Submitted","Thu Mar 11 13:02:17 PST 2021","Thu Mar 11 13:28:33 PST 2021","Sun Mar 14 14:28:33 PDT 2021","","","","1576","100% (8/8)","100% (8/8)","100% (8/8)","Excelente profesor y material de estudios! Gracias!","[{""category"":{""labels"":[]}}]"
"3421H3BMAHAGAOS21PLA5SFUK4N9J6","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","31QTRG6Q216UKK12UGNBQPPJM7UPYE","AO2WNSGOXAX52","Submitted","Thu Mar 11 12:22:47 PST 2021","Thu Mar 11 12:24:25 PST 2021","Sun Mar 14 13:24:25 PDT 2021","","","","98","100% (11/11)","100% (11/11)","100% (11/11)","how did it help to develop your action items to
develop your content marketing strategy? It really helps me to come up with creative headlines to
grab attention of the audience. Before I had troubles grab users' attention and
wondered why is my content not being viewed by many people? So, I started with
the customer persona and I have realized, I didn't have a clear audience. And
that really surprised me. When I had a clear goal of whom to deliver my
message, it was a game-changer. My blog views have increased by 8.4% after using the
strategy of content marketing. In the era of the internet, this course has
provided me tons of valuable information that is practical. I'm surprised that
the internet course can bring such fruitful lessons if one has a strong
dedication. What ideas did you gain from the course and will implement
it? ""Empathy map"" and ""Experience map""
is a key thing that I have learned in this lecture. And more importantly,
applying in a real-life situation boosted my competitive advantages. Realizing
how to write meaningful and fascinating stories is a mind-blowing experience.  What are you already doing well? Where do you need to
strengthen?  I love the fact that people all around the world give
constructive feedback on my project. People love my contents and stories behind
them and find them really interesting. It is a great feeling when I can be like
an artist and deliver the beauty of content to
the audience. However, I have missed delivering a clear ""call to
action"". I have learned that persuading people to take action is key
to the revenue stream. And it will be my ongoing mission to strengthen
this point. plus the
course helped me in understanding the numbers behind my audience's behavior
with the use of data and metrics from my Google Analytics account. My learning
objects were exceeded with this Strategy of Content Marketing course.","[{""category"":{""labels"":[""Content""]}}]"
"3TFJJUELTOII2Q1X6OP981ULOE4C23","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3AZHRG4CUCDQG00UOAFVLUSY5ZQ30K","A2G44A4ZPWRPXU","Submitted","Thu Mar 11 12:41:00 PST 2021","Thu Mar 11 12:49:08 PST 2021","Sun Mar 14 13:49:08 PDT 2021","","","","488","100% (8/8)","100% (8/8)","100% (8/8)","This course is really interesting, especially for people that are into Business Management and Psychology. In my humble opinion, every human being is a decision maker in their everyday life and this course( in conjuction with other sciences) is a tool of paramount importance to make better and more effective decisions in the everyday life. I feel really happy to have had the opportunity to learn all that i have learned and become a better decision maker starting from..now!","[{""category"":{""labels"":[]}}]"
"3TFJJUELTOII2Q1X6OP981ULOE4C23","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3B1NLC6UG7PUYTG20A15JPIFHB4PGG","AHXHM1PQTRWIQ","Submitted","Thu Mar 11 12:41:40 PST 2021","Thu Mar 11 12:44:40 PST 2021","Sun Mar 14 13:44:40 PDT 2021","","","","180","0% (0/0)","0% (0/0)","0% (0/0)","This course is really interesting, especially for people that are into Business Management and Psychology. In my humble opinion, every human being is a decision maker in their everyday life and this course( in conjuction with other sciences) is a tool of paramount importance to make better and more effective decisions in the everyday life. I feel really happy to have had the opportunity to learn all that i have learned and become a better decision maker starting from..now!","[{""category"":{""labels"":[""Usefulness"",""Content"",""Course delivery""]}}]"
"3TFJJUELTOII2Q1X6OP981ULOE4C23","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3PW9OPU9PYD127PTGT5QGP6G4CU217","A24JKHC4HTY6CD","Submitted","Thu Mar 11 12:22:07 PST 2021","Thu Mar 11 12:45:39 PST 2021","Sun Mar 14 13:45:39 PDT 2021","","","","1412","100% (2/2)","100% (2/2)","100% (2/2)","This course is really interesting, especially for people that are into Business Management and Psychology. In my humble opinion, every human being is a decision maker in their everyday life and this course( in conjuction with other sciences) is a tool of paramount importance to make better and more effective decisions in the everyday life. I feel really happy to have had the opportunity to learn all that i have learned and become a better decision maker starting from..now!","[{""category"":{""labels"":[""Course delivery""]}}]"
"3J06WJ78IUDNYQ5ZLF4P0YFL6JCVVS","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3BGYGHDBB5D8RS7PZX54L8GLWI822O","A1NRZ7O1TEJB1V","Submitted","Thu Mar 11 12:22:09 PST 2021","Thu Mar 11 12:26:25 PST 2021","Sun Mar 14 13:26:25 PDT 2021","","","","256","0% (0/0)","0% (0/0)","0% (0/0)","Thank you so much for providing us such a nice course to acquire the understanding the job market  of United State especially for a immigrate or new comer. I hope after doing this course , my confident has reformed to reduce gap between job market and my  KSA (knowledge, skill, and ability)","[{""category"":{""labels"":[""Difficulty"",""Course delivery""]}}]"
"3J06WJ78IUDNYQ5ZLF4P0YFL6JCVVS","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3F0BG9B9MXG5EEX2YUTUQ3YYMDOY7G","AO2WNSGOXAX52","Submitted","Thu Mar 11 12:22:09 PST 2021","Thu Mar 11 12:23:50 PST 2021","Sun Mar 14 13:23:50 PDT 2021","","","","101","100% (11/11)","100% (11/11)","100% (11/11)","Thank you so much for providing us such a nice course to acquire the understanding the job market  of United State especially for a immigrate or new comer. I hope after doing this course , my confident has reformed to reduce gap between job market and my  KSA (knowledge, skill, and ability)","[{""category"":{""labels"":[""Content""]}}]"
"3J06WJ78IUDNYQ5ZLF4P0YFL6JCVVS","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3TGOYF9915FQVGPT11PGXA65Y0BUUH","A26Z3YPJ8RYJQJ","Submitted","Thu Mar 11 12:22:13 PST 2021","Thu Mar 11 12:22:27 PST 2021","Sun Mar 14 13:22:27 PDT 2021","","","","14","100% (1/1)","100% (1/1)","100% (1/1)","Thank you so much for providing us such a nice course to acquire the understanding the job market  of United State especially for a immigrate or new comer. I hope after doing this course , my confident has reformed to reduce gap between job market and my  KSA (knowledge, skill, and ability)","[{""category"":{""labels"":[""Content"",""Usefulness""]}}]"
"3GV1I4SEPGIZNVE463UB1X1KYSK6LU","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3ERET4BTVU2E8SWE9CQNVRATJO3K9J","A24JKHC4HTY6CD","Submitted","Thu Mar 11 12:22:14 PST 2021","Thu Mar 11 12:46:59 PST 2021","Sun Mar 14 13:46:59 PDT 2021","","","","1485","100% (2/2)","100% (2/2)","100% (2/2)","Excellent beginners course in Mandarin.  The teacher introduces new words using pinyin in each 3-4 minute lesson and the content is reviewed in a quiz.  The content is limited to reading and pronouncing pinyin words, which is perfectly acceptable to me since I'm supplementing this course with other in person classes.  I love the 4 minute classes 4 times per week, since I never felt like I'm so far behind the deadlines that I can't catch up.","[{""category"":{""labels"":[""Difficulty"",""Content""]}}]"
"3GV1I4SEPGIZNVE463UB1X1KYSK6LU","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3QAPZX2QNC61VI4BKA1Q2KN6ZKO204","A1NRZ7O1TEJB1V","Submitted","Thu Mar 11 12:22:07 PST 2021","Thu Mar 11 12:25:34 PST 2021","Sun Mar 14 13:25:34 PDT 2021","","","","207","0% (0/0)","0% (0/0)","0% (0/0)","Excellent beginners course in Mandarin.  The teacher introduces new words using pinyin in each 3-4 minute lesson and the content is reviewed in a quiz.  The content is limited to reading and pronouncing pinyin words, which is perfectly acceptable to me since I'm supplementing this course with other in person classes.  I love the 4 minute classes 4 times per week, since I never felt like I'm so far behind the deadlines that I can't catch up.","[{""category"":{""labels"":[""Workload""]}}]"
"3GV1I4SEPGIZNVE463UB1X1KYSK6LU","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3WEV0KO0OULOZ1M3Q14R89KTR3VSDP","AO2WNSGOXAX52","Submitted","Thu Mar 11 12:22:11 PST 2021","Thu Mar 11 12:24:09 PST 2021","Sun Mar 14 13:24:09 PDT 2021","","","","118","100% (11/11)","100% (11/11)","100% (11/11)","Excellent beginners course in Mandarin.  The teacher introduces new words using pinyin in each 3-4 minute lesson and the content is reviewed in a quiz.  The content is limited to reading and pronouncing pinyin words, which is perfectly acceptable to me since I'm supplementing this course with other in person classes.  I love the 4 minute classes 4 times per week, since I never felt like I'm so far behind the deadlines that I can't catch up.","[{""category"":{""labels"":[""Course delivery""]}}]"
"3D4BBDG70OP7N8XGAO3ERBZDUS4C3E","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","392CY0QWG9KM5R0ESE9K13K05S14IX","A1NRZ7O1TEJB1V","Submitted","Thu Mar 11 12:22:10 PST 2021","Thu Mar 11 12:26:42 PST 2021","Sun Mar 14 13:26:42 PDT 2021","","","","272","0% (0/0)","0% (0/0)","0% (0/0)","It was definitely a bad idea to take up this course as my first MooC I took seriously. Professor  J. ’s course was too well-structured, consistent and practical, and have raised my MooC expectations level so high, that now, being absolutely hungry with massive online education, I face certain difficulties in finding a course to keep to the same level. But I go on believing that it's possible. As for the practical application of the knowledge obtained - it’s too early to make conclusions, but having tried some techniques in reality, I find them very helpful. What’s also great: now, getting a bit deeper in some of the issues raised by the course, say, negotiator’s decision making psychology, I find out that what I see in 10 different sources, had already been covered by this only course. And the final practical task was a bit of mind-blowing for me. In a good sense. Thank you very much for the experience!","[{""category"":{""labels"":[""Usefulness"",""Workload"",""Content""]}}]"
"3D4BBDG70OP7N8XGAO3ERBZDUS4C3E","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3MYYFCXHJB0890UJ2Q9HGR7KQF94G5","A2G44A4ZPWRPXU","Submitted","Thu Mar 11 12:22:05 PST 2021","Thu Mar 11 12:42:34 PST 2021","Sun Mar 14 13:42:34 PDT 2021","","","","1229","100% (8/8)","100% (8/8)","100% (8/8)","It was definitely a bad idea to take up this course as my first MooC I took seriously. Professor  J. ’s course was too well-structured, consistent and practical, and have raised my MooC expectations level so high, that now, being absolutely hungry with massive online education, I face certain difficulties in finding a course to keep to the same level. But I go on believing that it's possible. As for the practical application of the knowledge obtained - it’s too early to make conclusions, but having tried some techniques in reality, I find them very helpful. What’s also great: now, getting a bit deeper in some of the issues raised by the course, say, negotiator’s decision making psychology, I find out that what I see in 10 different sources, had already been covered by this only course. And the final practical task was a bit of mind-blowing for me. In a good sense. Thank you very much for the experience!","[{""category"":{""labels"":[""Difficulty""]}}]"
"3D4BBDG70OP7N8XGAO3ERBZDUS4C3E","3VRC340QZEJNJEMKYM94T5SHAM3UAG","Select ALL relevant aspects mentioned in the text","This is a multi-select task. Please read the instruction and select **ALL** relevant aspects mentioned in the text.","text, classification, summary, intent, review","$0.05","Thu Mar 11 12:21:10 PST 2021","3","BatchId:4364047;OriginalHitTemplateId:929448123;","10800","259200","Thu Mar 18 13:21:10 PDT 2021","","","3Z7VU45IP6AR8IS550E430GNPLT1ZE","A24JKHC4HTY6CD","Submitted","Thu Mar 11 12:22:04 PST 2021","Thu Mar 11 12:43:31 PST 2021","Sun Mar 14 13:43:31 PDT 2021","","","","1287","100% (2/2)","100% (2/2)","100% (2/2)","It was definitely a bad idea to take up this course as my first MooC I took seriously. Professor  J. ’s course was too well-structured, consistent and practical, and have raised my MooC expectations level so high, that now, being absolutely hungry with massive online education, I face certain difficulties in finding a course to keep to the same level. But I go on believing that it's possible. As for the practical application of the knowledge obtained - it’s too early to make conclusions, but having tried some techniques in reality, I find them very helpful. What’s also great: now, getting a bit deeper in some of the issues raised by the course, say, negotiator’s decision making psychology, I find out that what I see in 10 different sources, had already been covered by this only course. And the final practical task was a bit of mind-blowing for me. In a good sense. Thank you very much for the experience!","[{""category"":{""labels"":[""Workload""]}}]"
